# Copyright (c) Huawei Technologies Co., Ltd. 2026. All rights reserved.
# This source file is part of the Cangjie project, licensed under Apache-2.0
# with Runtime Library Exception.
# 
# See https://cangjie-lang.cn/pages/LICENSE for license information.

Children        Self    Symbol
   0.01%       0.01%    [libcangjie-runtime.so+0x108ec4]
   0.01%       0.01%    [libcangjie-runtime.so+0xd0a80]
   0.01%       0.01%    [binarytrees_record_attach_01+0x47790]
   0.01%       0.01%    [libcangjie-runtime.so+0x10534c]
   0.01%       0.01%    [libcangjie-runtime.so+0xdd904]
   0.01%       0.01%    [libcangjie-runtime.so+0xd04f8]
   0.01%       0.01%    [libcangjie-runtime.so+0xd7c1c]
   0.01%       0.01%    [libcangjie-runtime.so+0xd7b60]
   0.01%       0.01%    [libcangjie-runtime.so+0x1092c0]
   0.01%       0.01%    [libcangjie-runtime.so+0x107dc0]
   0.01%       0.01%    [[vdso]+0xffff826c7398]
   0.01%       0.01%    [libcangjie-runtime.so+0xf8408]
   0.01%       0.01%    [libcangjie-runtime.so+0x1079dc]
   0.01%       0.01%    [libcangjie-runtime.so+0xd5950]
   0.01%       0.01%    [libcangjie-runtime.so+0xb72a0]
   0.01%       0.01%    [libcangjie-runtime.so+0xd58a0]
   0.01%       0.01%    [libcangjie-runtime.so+0xb6550]
   0.01%       0.01%    [libcangjie-runtime.so+0xfa728]
   0.01%       0.01%    [libcangjie-runtime.so+0xdb200]
   0.01%       0.01%    [libcangjie-runtime.so+0x106ba0]
   0.01%       0.01%    [libcangjie-runtime.so+0xdb7f8]
   0.01%       0.01%    [libcangjie-runtime.so+0xdb2d0]
   0.01%       0.01%    [libcangjie-runtime.so+0xdb33c]
   0.01%       0.01%    [libcangjie-runtime.so+0xdbadc]
   0.01%       0.01%    [libcangjie-runtime.so+0xb4a90]
   0.01%       0.01%    [libcangjie-runtime.so+0x10d340]
   0.01%       0.01%    [libcangjie-runtime.so+0xb4064]
   0.01%       0.01%    [libc-2.31.so+0x86420]
   0.01%       0.01%    [libcangjie-runtime.so+0xdb7b8]
   0.01%       0.01%    [libcangjie-runtime.so+0xdb810]
   0.01%       0.01%    [libcangjie-runtime.so+0xdb550]
   0.01%       0.01%    [libcangjie-runtime.so+0x10620c]
   0.01%       0.01%    [libcangjie-runtime.so+0xb3374]
   0.01%       0.01%    [libcangjie-runtime.so+0x116640]
   0.01%       0.01%    [libcangjie-runtime.so+0xfcd04]
   0.01%       0.01%    [libcangjie-runtime.so+0xdb598]
   0.01%       0.01%    [libcangjie-runtime.so+0xdb5a8]
   0.01%       0.01%    [libcangjie-runtime.so+0x10187c]
   0.01%       0.01%    [libcangjie-runtime.so+0xfa87c]
   0.01%       0.01%    [libc-2.31.so+0x86478]
   0.01%       0.01%    [libcangjie-runtime.so+0x125c28]
   0.01%       0.01%    [libcangjie-runtime.so+0x10d5dc]
   0.01%       0.01%    [libcangjie-runtime.so+0xdb5e8]
   0.01%       0.01%    [libc-2.31.so+0x8646c]
   0.01%       0.01%    [libcangjie-runtime.so+0xfa8a0]
   0.01%       0.01%    [libcangjie-runtime.so+0x101c14]
   0.01%       0.01%    [libcangjie-runtime.so+0x106c0c]
   0.01%       0.01%    [libc-2.31.so+0x76a44]
   0.01%       0.01%    [libcangjie-runtime.so+0xd848c]
   0.01%       0.01%    [libcangjie-runtime.so+0x10dda8]
   0.01%       0.01%    [libcangjie-runtime.so+0x10dd98]
   0.01%       0.01%    [libcangjie-runtime.so+0x10e0ec]
   0.01%       0.01%    [libcangjie-runtime.so+0x105cd0]
   0.01%       0.01%    [libcangjie-runtime.so+0x10b964]
   0.01%       0.01%    [libcangjie-runtime.so+0x106bf0]
   0.01%       0.01%    [libcangjie-runtime.so+0x10be94]
   0.01%       0.01%    [libcangjie-runtime.so+0xd7a00]
   0.01%       0.01%    [libcangjie-runtime.so+0x10e02c]
   0.01%       0.01%    [libcangjie-runtime.so+0xbe2a8]
   0.01%       0.01%    [libcangjie-runtime.so+0xd84b4]
   0.01%       0.01%    [libcangjie-runtime.so+0x10c010]
   0.01%       0.01%    [libcangjie-runtime.so+0xfa6fc]
   0.01%       0.01%    [libcangjie-runtime.so+0xfa8a4]
   0.01%       0.01%    [libcangjie-runtime.so+0xdb140]
   0.01%       0.01%    [libcangjie-runtime.so+0xdb8c0]
   0.01%       0.01%    [libcangjie-runtime.so+0xd5974]
   0.01%       0.01%    [libcangjie-runtime.so+0xf9908]
   0.01%       0.01%    [libcangjie-runtime.so+0x106bbc]
   0.01%       0.01%    [libcangjie-runtime.so+0xd6fe8]
   0.01%       0.01%    [libcangjie-runtime.so+0x10022c]
   0.01%       0.01%    [libcangjie-runtime.so+0x10de0c]
   0.01%       0.01%    [libcangjie-runtime.so+0x10dfd0]
   0.01%       0.01%    [libcangjie-runtime.so+0x101bfc]
   0.01%       0.00%    [libcangjie-runtime.so+0xe9234]
   0.01%       0.00%    [libcangjie-runtime.so+0x10dd5c]
   0.01%       0.00%    [libcangjie-runtime.so+0xfdf94]
   0.01%       0.00%    [libcangjie-runtime.so+0x101560]
   0.01%       0.00%    [libcangjie-runtime.so+0x1016f4]
   0.01%       0.00%    [libcangjie-runtime.so+0x11370c]
   0.01%       0.00%    [libcangjie-runtime.so+0x1244ec]
   0.01%       0.00%    [libcangjie-runtime.so+0xf5d50]
   0.01%       0.00%    [libcangjie-runtime.so+0x1047c4]
   0.01%       0.00%    [libcangjie-runtime.so+0x102670]
   0.01%       0.00%    [libcangjie-runtime.so+0xff82c]
   0.01%       0.00%    [libcangjie-runtime.so+0xe7c48]
   0.01%       0.00%    [libcangjie-runtime.so+0xe8560]
   0.01%       0.00%    [libc-2.31.so+0x7859c]
   0.01%       0.00%    [libcangjie-runtime.so+0x112764]
   0.01%       0.00%    [libcangjie-runtime.so+0xfe908]
   0.01%       0.00%    [libcangjie-runtime.so+0xfe8f8]
   0.01%       0.00%    [libcangjie-runtime.so+0x10ce8c]
   0.01%       0.00%    [libcangjie-runtime.so+0x10cfa8]
   0.01%       0.00%    [libcangjie-runtime.so+0xe8fcc]
   0.01%       0.00%    [libcangjie-runtime.so+0xcc0ec]
   0.01%       0.00%    [libcangjie-runtime.so+0x15cff8]
   0.01%       0.00%    [libcangjie-runtime.so+0xf3f44]
   0.00%       0.00%    [libcangjie-runtime.so+0xb9c60]
   0.00%       0.00%    [libcangjie-runtime.so+0xf8390]
   0.00%       0.00%    [libcangjie-runtime.so+0xf3620]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb180]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb238]
   0.00%       0.00%    [libcangjie-runtime.so+0xf47e8]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb2b4]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb338]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb354]
   0.00%       0.00%    [libcangjie-runtime.so+0xfa838]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb78c]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb7fc]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb88c]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb918]
   0.00%       0.00%    [libcangjie-runtime.so+0xfa8ac]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4dc0]
   0.00%       0.00%    [libcangjie-runtime.so+0xdba84]
   0.00%       0.00%    [libcangjie-runtime.so+0xdba88]
   0.00%       0.00%    [libcangjie-runtime.so+0xe9d00]
   0.00%       0.00%    [libcangjie-runtime.so+0xe9cf8]
   0.00%       0.00%    [libcangjie-runtime.so+0xdbbf4]
   0.00%       0.00%    [libcangjie-runtime.so+0xdbc04]
   0.00%       0.00%    [libcangjie-runtime.so+0xdbcac]
   0.00%       0.00%    [libcangjie-runtime.so+0xdde20]
   0.00%       0.00%    [libcangjie-runtime.so+0xfa968]
   0.00%       0.00%    [libcangjie-runtime.so+0xfc444]
   0.00%       0.00%    [libcangjie-runtime.so+0xfafec]
   0.00%       0.00%    [libcangjie-runtime.so+0xf5e4c]
   0.00%       0.00%    [libcangjie-runtime.so+0xf7ad8]
   0.00%       0.00%    [libcangjie-runtime.so+0xd7a5c]
   0.00%       0.00%    [libcangjie-runtime.so+0xd7a60]
   0.00%       0.00%    [libcangjie-runtime.so+0xf6fc0]
   0.00%       0.00%    [libcangjie-runtime.so+0xd7ab4]
   0.00%       0.00%    [libcangjie-runtime.so+0xf840c]
   0.00%       0.00%    [libcangjie-runtime.so+0xf85b0]
   0.00%       0.00%    [libcangjie-runtime.so+0xf6e64]
   0.00%       0.00%    [libcangjie-runtime.so+0xd7ce8]
   0.00%       0.00%    [libcangjie-runtime.so+0xd7d00]
   0.00%       0.00%    [libcangjie-runtime.so+0xf5e98]
   0.00%       0.00%    pthread_cond_wait
   0.00%       0.00%    [libcangjie-runtime.so+0xf5e24]
   0.00%       0.00%    [libcangjie-runtime.so+0xf5da0]
   0.00%       0.00%    [libcangjie-runtime.so+0xf5b50]
   0.00%       0.00%    [libcangjie-runtime.so+0xf59dc]
   0.00%       0.00%    [libcangjie-runtime.so+0xf59d0]
   0.00%       0.00%    [libcangjie-runtime.so+0xf55cc]
   0.00%       0.00%    [libcangjie-runtime.so+0xf9874]
   0.00%       0.00%    [libcangjie-runtime.so+0xf98bc]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4f18]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4f14]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4de8]
   0.00%       0.00%    [libcangjie-runtime.so+0x11e068]
   0.00%       0.00%    [libcangjie-runtime.so+0x10e298]
   0.00%       0.00%    [libcangjie-runtime.so+0x10e264]
   0.00%       0.00%    [libcangjie-runtime.so+0xb7340]
   0.00%       0.00%    [libcangjie-runtime.so+0x104ee8]
   0.00%       0.00%    [libcangjie-runtime.so+0x12368c]
   0.00%       0.00%    [libcangjie-runtime.so+0x104ed0]
   0.00%       0.00%    [libcangjie-runtime.so+0x10bf00]
   0.00%       0.00%    [libcangjie-runtime.so+0x10a1b0]
   0.00%       0.00%    [libc-2.31.so+0x10d294]
   0.00%       0.00%    [libcangjie-runtime.so+0xb8f04]
   0.00%       0.00%    [libcangjie-runtime.so+0x10bfa4]
   0.00%       0.00%    [libcangjie-runtime.so+0xb9d50]
   0.00%       0.00%    [libc-2.31.so+0x85bc0]
   0.00%       0.00%    [libcangjie-runtime.so+0xbe214]
   0.00%       0.00%    [libcangjie-runtime.so+0x10536c]
   0.00%       0.00%    [libc-2.31.so+0x84e2c]
   0.00%       0.00%    [libcangjie-runtime.so+0xc10ac]
   0.00%       0.00%    [libcangjie-runtime.so+0x107948]
   0.00%       0.00%    [libcangjie-runtime.so+0x11e000]
   0.00%       0.00%    [libcangjie-runtime.so+0x107970]
   0.00%       0.00%    [libcangjie-runtime.so+0x10c454]
   0.00%       0.00%    [libcangjie-runtime.so+0x107990]
   0.00%       0.00%    [libc-2.31.so+0x10d130]
   0.00%       0.00%    [libcangjie-runtime.so+0x101a90]
   0.00%       0.00%    [libcangjie-runtime.so+0xc6304]
   0.00%       0.00%    [libcangjie-runtime.so+0x1079b8]
   0.00%       0.00%    [libc-2.31.so+0x84dc0]
   0.00%       0.00%    [libcangjie-runtime.so+0x10e024]
   0.00%       0.00%    [libcangjie-runtime.so+0xb4be8]
   0.00%       0.00%    [libcangjie-runtime.so+0xb2aa0]
   0.00%       0.00%    [libcangjie-runtime.so+0xb2e80]
   0.00%       0.00%    [libcangjie-runtime.so+0xb3290]
   0.00%       0.00%    [libcangjie-runtime.so+0x113790]
   0.00%       0.00%    [libc-2.31.so+0x10d2f0]
   0.00%       0.00%    [libcangjie-runtime.so+0x125c14]
   0.00%       0.00%    [libcangjie-runtime.so+0xb3bc0]
   0.00%       0.00%    [libcangjie-runtime.so+0xb4060]
   0.00%       0.00%    [libcangjie-runtime.so+0x10b87c]
   0.00%       0.00%    [libcangjie-runtime.so+0x10b880]
   0.00%       0.00%    [libcangjie-runtime.so+0x1061fc]
   0.00%       0.00%    [libcangjie-runtime.so+0x1061ec]
   0.00%       0.00%    [libcangjie-runtime.so+0x10ab2c]
   0.00%       0.00%    [libc-2.31.so+0x7693c]
   0.00%       0.00%    [libcangjie-runtime.so+0x106170]
   0.00%       0.00%    [libcangjie-runtime.so+0x100248]
   0.00%       0.00%    [libcangjie-runtime.so+0x10b96c]
   0.00%       0.00%    [libcangjie-runtime.so+0x10ebcc]
   0.00%       0.00%    [libcangjie-runtime.so+0x10b998]
   0.00%       0.00%    [libcangjie-runtime.so+0x106cfc]
   0.00%       0.00%    [libcangjie-runtime.so+0x10be60]
   0.00%       0.00%    [libcangjie-runtime.so+0xb52b4]
   0.00%       0.00%    [libcangjie-runtime.so+0xb5650]
   0.00%       0.00%    [libcangjie-runtime.so+0xb58f0]
   0.00%       0.00%    [libcangjie-runtime.so+0x105d08]
   0.00%       0.00%    [libc-2.31.so+0x76b68]
   0.00%       0.00%    [libc-2.31.so+0x75a68]
   0.00%       0.00%    [libcangjie-runtime.so+0x1092f4]
   0.00%       0.00%    [libcangjie-runtime.so+0x101854]
   0.00%       0.00%    [libcangjie-runtime.so+0x116824]
   0.00%       0.00%    [libcangjie-runtime.so+0x116740]
   0.00%       0.00%    [libcangjie-runtime.so+0xd0a64]
   0.00%       0.00%    [libcangjie-runtime.so+0xd4478]
   0.00%       0.00%    [libcangjie-runtime.so+0x10d660]
   0.00%       0.00%    [libcangjie-runtime.so+0x100600]
   0.00%       0.00%    [libcangjie-runtime.so+0x10de10]
   0.00%       0.00%    [binarytrees_record_attach_01+0x4719c]
   0.00%       0.00%    [libcangjie-runtime.so+0xd0a90]
   0.00%       0.00%    [libcangjie-runtime.so+0xcd834]
   0.00%       0.00%    [libcangjie-runtime.so+0x10d458]
   0.00%       0.00%    [libcangjie-runtime.so+0x10a164]
   0.00%       0.00%    [libcangjie-runtime.so+0xd5938]
   0.00%       0.00%    [libcangjie-runtime.so+0x10d36c]
   0.00%       0.00%    [[vdso]+0xffff826c73a4]
   0.00%       0.00%    [libcangjie-runtime.so+0x101678]
   0.00%       0.00%    [libcangjie-runtime.so+0xd5010]
   0.00%       0.00%    [libcangjie-runtime.so+0x10d5f4]
   0.00%       0.00%    [libcangjie-runtime.so+0x10d5e8]
   0.00%       0.00%    [libcangjie-runtime.so+0x101964]
   0.00%       0.00%    [libcangjie-runtime.so+0xc7ecc]
   0.00%       0.00%    [libcangjie-runtime.so+0x116eb8]
   0.00%       0.00%    [libcangjie-runtime.so+0x10194c]
   0.00%       0.00%    [libcangjie-runtime.so+0x1079e0]
   0.00%       0.00%    [libcangjie-runtime.so+0x1013a8]
   0.00%       0.00%    [libcangjie-runtime.so+0xc7de8]
   0.00%       0.00%    [libcangjie-runtime.so+0x101904]
   0.00%       0.00%    [libcangjie-runtime.so+0xd0a5c]
   0.00%       0.00%    [libcangjie-runtime.so+0x1005fc]
   0.00%       0.00%    [libcangjie-runtime.so+0x101878]
   0.00%       0.00%    [libcangjie-runtime.so+0x109324]
   0.00%       0.00%    [libcangjie-runtime.so+0x123744]
   0.00%       0.00%    [libcangjie-runtime.so+0x1169a8]
   0.00%       0.00%    [libcangjie-runtime.so+0x106da8]
   0.00%       0.00%    [libcangjie-runtime.so+0x11d384]
   0.00%       0.00%    [libc-2.31.so+0x76fac]
   0.00%       0.00%    [libcangjie-runtime.so+0xf833c]
   0.00%       0.00%    [libcangjie-runtime.so+0x107fb4]
   0.00%       0.00%    [libcangjie-runtime.so+0xd10d4]
   0.00%       0.00%    [libcangjie-runtime.so+0x10ba8c]
   0.00%       0.00%    [libcangjie-runtime.so+0xfd390]
   0.00%       0.00%    [libcangjie-runtime.so+0xf69e8]
   0.00%       0.00%    [libcangjie-runtime.so+0x124544]
   0.00%       0.00%    [libcangjie-runtime.so+0xf8068]
   0.00%       0.00%    [libcangjie-runtime.so+0xf39b8]
   0.00%       0.00%    [libcangjie-runtime.so+0xe7c60]
   0.00%       0.00%    [libcangjie-runtime.so+0xc7b9c]
   0.00%       0.00%    [libcangjie-runtime.so+0xe7b0c]
   0.00%       0.00%    [libcangjie-runtime.so+0x10c7e0]
   0.00%       0.00%    [libcangjie-runtime.so+0xff224]
   0.00%       0.00%    [libcangjie-runtime.so+0x10c970]
   0.00%       0.00%    [libcangjie-runtime.so+0x11d37c]
   0.00%       0.00%    [libcangjie-runtime.so+0x10c3c0]
   0.00%       0.00%    [libcangjie-runtime.so+0xf9cd0]
   0.00%       0.00%    [libcangjie-runtime.so+0x100868]
   0.00%       0.00%    [libcangjie-runtime.so+0xf98e8]
   0.00%       0.00%    [libcangjie-runtime.so+0xfe618]
   0.00%       0.00%    [libcangjie-runtime.so+0xe8508]
   0.00%       0.00%    [libcangjie-runtime.so+0x11d350]
   0.00%       0.00%    [libcangjie-runtime.so+0xf74d8]
   0.00%       0.00%    [libcangjie-runtime.so+0x101544]
   0.00%       0.00%    [libc-2.31.so+0x76a9c]
   0.00%       0.00%    [libcangjie-runtime.so+0x107ad0]
   0.00%       0.00%    [libcangjie-runtime.so+0x10488c]
   0.00%       0.00%    [libcangjie-runtime.so+0x100264]
   0.00%       0.00%    [libcangjie-runtime.so+0xcb7d0]
   0.00%       0.00%    [libcangjie-runtime.so+0x102620]
   0.00%       0.00%    [libcangjie-runtime.so+0x104eec]
   0.00%       0.00%    [libcangjie-runtime.so+0xda844]
   0.00%       0.00%    [libcangjie-runtime.so+0x112d94]
   0.00%       0.00%    [libcangjie-runtime.so+0x112c20]
   0.00%       0.00%    [libcangjie-runtime.so+0xe9138]
   0.00%       0.01%    [libcangjie-runtime.so+0xdbc94]
   0.00%       0.00%    [libcangjie-runtime.so+0x10ab44]
   0.00%       0.00%    [libcangjie-runtime.so+0x109320]
   0.00%       0.00%    [libcangjie-runtime.so+0x10bee4]
   0.00%       0.00%    [libcangjie-runtime.so+0xf5e40]
   0.00%       0.00%    [libcangjie-runtime.so+0xf5b70]
   0.00%       0.00%    [libcangjie-runtime.so+0xf5bcc]
   0.00%       0.00%    [libcangjie-runtime.so+0xf5e20]
   0.00%       0.00%    [libcangjie-runtime.so+0x10a1bc]
   0.00%       0.00%    [libcangjie-runtime.so+0xf5ccc]
   0.00%       0.00%    [libcangjie-runtime.so+0xf5de4]
   0.00%       0.00%    [libcangjie-runtime.so+0x10a1b4]
   0.00%       0.00%    [libcangjie-runtime.so+0xf5dd4]
   0.00%       0.00%    [libcangjie-runtime.so+0xf5d68]
   0.00%       0.00%    [libcangjie-runtime.so+0xf5d9c]
   0.00%       0.00%    [libcangjie-runtime.so+0x10a17c]
   0.00%       0.00%    [libcangjie-runtime.so+0xf5da8]
   0.00%       0.00%    [libcangjie-runtime.so+0xf41c0]
   0.00%       0.00%    [libcangjie-runtime.so+0x10c104]
   0.00%       0.00%    [libcangjie-runtime.so+0x10c118]
   0.00%       0.00%    [libcangjie-runtime.so+0x10c3e0]
   0.00%       0.00%    [libcangjie-runtime.so+0x10c3ec]
   0.00%       0.00%    [libc-2.31.so+0x84de0]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4d98]
   0.00%       0.00%    [libcangjie-runtime.so+0xfeb4c]
   0.00%       0.00%    [libcangjie-runtime.so+0xf49dc]
   0.00%       0.00%    [libc-2.31.so+0x78614]
   0.00%       0.00%    [libcangjie-runtime.so+0xf47b0]
   0.00%       0.00%    [libcangjie-runtime.so+0x10d2e4]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4264]
   0.00%       0.00%    [libcangjie-runtime.so+0xf41e4]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4df0]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4158]
   0.00%       0.00%    [libcangjie-runtime.so+0x10d3e0]
   0.00%       0.00%    [libcangjie-runtime.so+0x10d48c]
   0.00%       0.00%    [libcangjie-runtime.so+0x10d5d0]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4100]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4090]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4074]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4068]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4060]
   0.00%       0.00%    [libcangjie-runtime.so+0xf3a00]
   0.00%       0.00%    [libcangjie-runtime.so+0xf39e8]
   0.00%       0.00%    [libcangjie-runtime.so+0x10dd84]
   0.00%       0.00%    [libc-2.31.so+0x782ac]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4fc0]
   0.00%       0.00%    [libcangjie-runtime.so+0xf5b08]
   0.00%       0.00%    [libcangjie-runtime.so+0x10ab54]
   0.00%       0.00%    [libcangjie-runtime.so+0x10ab5c]
   0.00%       0.00%    [libcangjie-runtime.so+0x10b71c]
   0.00%       0.00%    [libcangjie-runtime.so+0xf5a84]
   0.00%       0.00%    [libcangjie-runtime.so+0x10b8ac]
   0.00%       0.00%    [libcangjie-runtime.so+0x10b8e4]
   0.00%       0.00%    [libcangjie-runtime.so+0x10bacc]
   0.00%       0.00%    [libcangjie-runtime.so+0xf55c4]
   0.00%       0.00%    [libcangjie-runtime.so+0xfe860]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4ff8]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4ff4]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4ff0]
   0.00%       0.00%    [libcangjie-runtime.so+0xf5b38]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4fbc]
   0.00%       0.00%    [libcangjie-runtime.so+0x106d20]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4f58]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4f54]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4f3c]
   0.00%       0.00%    [libcangjie-runtime.so+0x10bf74]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4ee8]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4e90]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4e80]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4e2c]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4e0c]
   0.00%       0.00%    [libcangjie-runtime.so+0x10bfa8]
   0.00%       0.00%    [libcangjie-runtime.so+0x10bff0]
   0.00%       0.00%    [libcangjie-runtime.so+0xfa17c]
   0.00%       0.00%    [libcangjie-runtime.so+0xfa858]
   0.00%       0.00%    [libcangjie-runtime.so+0xfa840]
   0.00%       0.00%    [libcangjie-runtime.so+0xfa834]
   0.00%       0.00%    [libcangjie-runtime.so+0x101968]
   0.00%       0.00%    [libcangjie-runtime.so+0x1019f0]
   0.00%       0.00%    [libcangjie-runtime.so+0xfa7a4]
   0.00%       0.00%    [libcangjie-runtime.so+0x101a40]
   0.00%       0.00%    [libcangjie-runtime.so+0x101a68]
   0.00%       0.00%    [libcangjie-runtime.so+0xfa708]
   0.00%       0.00%    [libcangjie-runtime.so+0x101a80]
   0.00%       0.00%    [libcangjie-runtime.so+0xfa4b8]
   0.00%       0.00%    [libcangjie-runtime.so+0xfa42c]
   0.00%       0.00%    [libcangjie-runtime.so+0xfa408]
   0.00%       0.00%    [libcangjie-runtime.so+0xfcc30]
   0.00%       0.00%    [libcangjie-runtime.so+0x101860]
   0.00%       0.00%    [libcangjie-runtime.so+0x101a94]
   0.00%       0.00%    [libcangjie-runtime.so+0xf9910]
   0.00%       0.00%    [libcangjie-runtime.so+0x101b60]
   0.00%       0.00%    [libcangjie-runtime.so+0x101c10]
   0.00%       0.00%    [libcangjie-runtime.so+0x101c48]
   0.00%       0.00%    [libcangjie-runtime.so+0x1024bc]
   0.00%       0.00%    [libcangjie-runtime.so+0xf987c]
   0.00%       0.00%    [libcangjie-runtime.so+0x102548]
   0.00%       0.00%    [libcangjie-runtime.so+0x1047bc]
   0.00%       0.00%    [libcangjie-runtime.so+0xfcc40]
   0.00%       0.00%    [libcangjie-runtime.so+0xfcd08]
   0.00%       0.00%    [libcangjie-runtime.so+0xf85c8]
   0.00%       0.00%    [libcangjie-runtime.so+0x104eac]
   0.00%       0.00%    [libcangjie-runtime.so+0x10151c]
   0.00%       0.00%    [libcangjie-runtime.so+0x100618]
   0.00%       0.00%    [libcangjie-runtime.so+0xfc488]
   0.00%       0.00%    [libcangjie-runtime.so+0xfc474]
   0.00%       0.00%    [libcangjie-runtime.so+0xfc45c]
   0.00%       0.00%    [libcangjie-runtime.so+0xfc458]
   0.00%       0.00%    [libcangjie-runtime.so+0xfc454]
   0.00%       0.00%    [libcangjie-runtime.so+0xfc448]
   0.00%       0.00%    [libcangjie-runtime.so+0x100ec4]
   0.00%       0.00%    [libcangjie-runtime.so+0xfc404]
   0.00%       0.00%    [libcangjie-runtime.so+0x101390]
   0.00%       0.00%    [libcangjie-runtime.so+0xfc1e8]
   0.00%       0.00%    [libcangjie-runtime.so+0xfb144]
   0.00%       0.00%    [libcangjie-runtime.so+0xfb098]
   0.00%       0.00%    [libcangjie-runtime.so+0xf8560]
   0.00%       0.00%    [libcangjie-runtime.so+0xfaf28]
   0.00%       0.00%    [libcangjie-runtime.so+0xfc4a8]
   0.00%       0.00%    [libcangjie-runtime.so+0xfada8]
   0.00%       0.00%    [libcangjie-runtime.so+0xfad54]
   0.00%       0.00%    [libcangjie-runtime.so+0x1002ac]
   0.00%       0.00%    [libcangjie-runtime.so+0x100274]
   0.00%       0.00%    [libcangjie-runtime.so+0x10166c]
   0.00%       0.00%    [libcangjie-runtime.so+0xfa960]
   0.00%       0.00%    [libcangjie-runtime.so+0x10168c]
   0.00%       0.00%    [libcangjie-runtime.so+0x101694]
   0.00%       0.00%    [libcangjie-runtime.so+0x1016bc]
   0.00%       0.00%    [libcangjie-runtime.so+0x1016d8]
   0.00%       0.00%    [libcangjie-runtime.so+0x1016e0]
   0.00%       0.00%    [libcangjie-runtime.so+0xf7514]
   0.00%       0.00%    [libcangjie-runtime.so+0xf7e0c]
   0.00%       0.00%    [libcangjie-runtime.so+0x106be8]
   0.00%       0.00%    [libcangjie-runtime.so+0xf7df4]
   0.00%       0.00%    [libcangjie-runtime.so+0x106ca0]
   0.00%       0.00%    [libcangjie-runtime.so+0xf7dc0]
   0.00%       0.00%    [libcangjie-runtime.so+0xf7db8]
   0.00%       0.00%    [libc-2.31.so+0x86424]
   0.00%       0.00%    [libcangjie-runtime.so+0xe84e0]
   0.00%       0.00%    [libcangjie-runtime.so+0x106da0]
   0.00%       0.00%    [libcangjie-runtime.so+0xf7b80]
   0.00%       0.00%    [libcangjie-runtime.so+0x106db0]
   0.00%       0.00%    [libc-2.31.so+0x85c3c]
   0.00%       0.00%    [libcangjie-runtime.so+0xf7b50]
   0.00%       0.00%    [libcangjie-runtime.so+0x106df8]
   0.00%       0.00%    [libcangjie-runtime.so+0x106bd4]
   0.00%       0.00%    [libcangjie-runtime.so+0xf7430]
   0.00%       0.00%    [libcangjie-runtime.so+0xf73d0]
   0.00%       0.00%    [libcangjie-runtime.so+0x107960]
   0.00%       0.00%    [libcangjie-runtime.so+0x107984]
   0.00%       0.00%    [libcangjie-runtime.so+0x107d88]
   0.00%       0.00%    [libcangjie-runtime.so+0x107db0]
   0.00%       0.00%    [libcangjie-runtime.so+0x107dc4]
   0.00%       0.00%    [libcangjie-runtime.so+0x107e3c]
   0.00%       0.00%    [libcangjie-runtime.so+0x108e80]
   0.00%       0.00%    [libcangjie-runtime.so+0x108ed8]
   0.00%       0.00%    [libcangjie-runtime.so+0x1092cc]
   0.00%       0.00%    [libcangjie-runtime.so+0xf6e50]
   0.00%       0.00%    [libcangjie-runtime.so+0x109304]
   0.00%       0.00%    [libcangjie-runtime.so+0x105d1c]
   0.00%       0.00%    [libcangjie-runtime.so+0xf8528]
   0.00%       0.00%    [libcangjie-runtime.so+0xfcf7c]
   0.00%       0.00%    [libcangjie-runtime.so+0x104f1c]
